id,title,content,pub_date,source_url,category
18,Apple CEO was presented with an original Macintosh. See his reaction,CEO Tim Cook personally welcomed customers to the new Apple store in Mumbai as the tech company opens its first retail stores in India. CNN's Vedika Sud reports.,2023-04-18 09:17:25,https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,Others
19,Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,"Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.",2023-04-18 20:29:46,https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,Terrorism / protest / political unrest / riot
20,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court",,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,Terrorism / protest / political unrest / riot
21,Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.,2023-04-18 19:07:52,https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,Others
22,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.,2023-04-18 03:24:56,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,Others
23,GOP prepared to block vote to replace Feinstein on Senate Judiciary,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",2023-04-18 22:03:13,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,Terrorism / protest / political unrest / riot
24,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,No content available,2023-04-18 17:33:17,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,Others
25,McCarthy slams Biden in handling of US debt,House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.,2023-04-18 22:03:01,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,Terrorism / protest / political unrest / riot
26,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,"The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.",2023-04-19 08:35:33,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,Others
27,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,"Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.",2023-04-18 09:41:42,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,Terrorism / protest / political unrest / riot
28,FDA clears the way for additional bivalent boosters for certain vulnerable individuals,"The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.",2023-04-18 15:09:15,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,Natural Disasters
29,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,"Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.",2023-04-19 01:49:51,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,Others
30,Southwest says flights resumed after delays caused by 'tech issues',"• Delta Air Lines reports record bookings for summer travel
• Air France and Airbus acquitted in trial over 2009 plane crash",2023-04-18 17:15:29,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,Terrorism / protest / political unrest / riot
31,Damar Hamlin cleared to resume football activities after January cardiac arrest,"Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.",2023-04-18 22:11:37,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,Others
32,Pilot makes history after landing on top of a 56-story hotel,Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.,2023-03-19 11:22:30,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,Others
33,Top US Navy admiral defends non-binary sailor amid some Republican criticism,"The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is ""particularly proud of this sailor.""",2023-04-18 19:56:40,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,Terrorism / protest / political unrest / riot
34,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,"The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.",2023-04-19 15:31:24,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,Terrorism / protest / political unrest / riot
35,High speed trains are racing across the world. But not in America,High speed trains have proved their worth across the world over the past 50 years.,2023-04-19 02:39:40,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,Others
36,Podcast: One country musician is calling for other artists to oppose assault rifles,No content available,,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,Others
37,Here's what you need to know if you haven't filed your return yet — and even if you have,"It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)",2023-04-18 14:15:43,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,Others
38,"Undocumented immigrants are paying their taxes today, too",It's a surprising fact that's often overlooked in the immigration debate.,2023-04-18 18:29:24,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,Others
39,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",2023-04-17 19:32:49,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,Positive/Uplifting
40,'World's longest' purpose-built cycling tunnel opens in Norway,"There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.",2023-04-18 10:44:27,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,Others
41,Artist rejects photo prize after AI-generated image wins award,A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).,2023-04-18 15:27:54,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,Others
42,These ships disappeared in Lake Superior a century ago. Watch as they're found again,"The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.",2023-04-18 19:29:01,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,Natural Disasters
43,Erotic images of seniors show sex and intimacy in new light,"What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.",2023-04-18 03:24:57,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,Others
44,"China's economy is off to a solid start, rising 4.5% in Q1 2023",China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.,2023-04-18 07:01:12,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,Others
45,"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security",2023-04-16 17:29:49,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,Others
46,McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",2023-04-17 16:31:30,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,Others
47,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",2023-04-17 15:52:19,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,Others
48,Bidets save you money and reduce waste — we tested the best options out there,No content available,,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,Others
49,50+ products to make your life easier and our planet cleaner,No content available,,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,Others
50,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,No content available,,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,Others
51,"A head-to-toe guide of how men should dress this spring, and where they should shop",No content available,,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,Others
52,42 of the most useful travel products you can buy on Amazon,No content available,,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,Others
53,The 7 best high-yield savings accounts of April 2023,No content available,,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,Others
54,Taxes are due tomorrow. Here's how to file for an extension,No content available,,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,Others
55,Composting is an easy way to reduce food waste. Here's how to do it,No content available,,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,Others
56,We stopped using aluminum foil for cooking and you should too. Here's what to use instead,No content available,,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,Others
57,The beloved Dyson Supersonic hair dryer is at its lowest price ever,No content available,,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,Others
58,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",No content available,,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,Others
59,The 10 best Amazon deals to shop this week,No content available,,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,Others
60,Mifepristone saved my life,"The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",2023-04-18 11:30:00,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,Terrorism / protest / political unrest / riot
61,The 2024 presidential alternative many voters will want,No content available,,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,Others
62,Why isn't the House Judiciary Committee looking into Thomas?,"On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""",2023-04-17 11:37:37,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,Others
63,Top secrets come spilling out,"In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",2023-04-16 11:22:36,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,Terrorism / protest / political unrest / riot
64,How did Sudan go from casting off despotic rule to this?,"Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",2023-04-17 22:45:23,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,Others
65,Michelle Yeoh set to return in new 'Star Trek' movie,"Live long and prosper, Michelle Yeoh.",2023-04-18 19:11:23,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,Others
66,Recap: 'Succession' finds dark humor in the aftershocks,"After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",2023-04-17 02:28:12,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,Positive/Uplifting
67,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.",2023-05-01 23:02:04,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,Others
68,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,"Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",2023-04-16 19:04:10,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,Positive/Uplifting
69,Review: 'Barry' takes a whack at its farewell season,"""Barry"" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.",2023-04-14 12:33:08,https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,Others
70,Inside the slow-motion fall of Patrick Drahi,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/1825af7696f625fc5cc0779b5a92329d.png"" /><p>A version of this article originally appeared in Quartz’s members-only Weekend Brief newsletter. Quartz members get access to exclusive newsletters and more. <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/subscribe/plan"" rel=""noopener noreferrer"" target=""_blank"">Sign up here</a>.</p><p><a href=""https://qz.com/patrick-drahi-sotheby-altice-john-malone-1851665674"">Read more...</a></p>",2024-10-07 10:57:36,https://qz.com/patrick-drahi-sotheby-altice-john-malone-1851665674,Others
71,Bitcoin and Ether ETFs helped take crypto mainstream. Are Solana and XRP next?,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/ddc65c7151ed150ed2b35f2b6c9c566b.jpg"" /><p>The Securities and Exchange Commission (SEC) approved b<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/best-spot-bitcoin-etfs-1851340637?_gl=1*1i1vith*_ga*NDg3NDc1NjAzLjE3MjY1OTIyNzQ.*_ga_V4QNJTT5L0*MTcyNzk3NjEyOS4yNS4xLjE3Mjc5NzgwNjYuMzQuMC4w"" rel=""noopener noreferrer"" target=""_blank"">itcoin spot exchange-traded funds (ETFs) </a>at the start of this year, capturing the attention of investors. The influx of capital into these funds fueled a rapid rise in bitcoin’s value, which soon reached an all-time high, breaking the prolonged stagnation in the…</p><p><a href=""https://qz.com/bitcoin-ether-etf-solana-xrp-sec-1851664387"">Read more...</a></p>",2024-10-07 09:00:00,https://qz.com/bitcoin-ether-etf-solana-xrp-sec-1851664387,Others
72,The top 10 Amazon Prime Day deals under $50,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/83edd9f58785822273465863d74c928a.jpg"" /><p>Amazon’s (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/AMZN"" rel=""noopener noreferrer"" target=""_blank"">AMZN</a>) Prime Day is just <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/amazon-prime-day-october-big-deals-dates-discounts-1851650526"" rel=""noopener noreferrer"" target=""_blank"">around the corner</a>, set for Tuesday and Wednesday this week, offering shoppers a chance to snag deals. With a plethora of discounts across categories, this year’s event will feature markdowns on tech, household goods, and children’s toys.<br /></p><p><a href=""https://qz.com/best-amazon-prime-day-cheap-deals-1851665291"">Read more...</a></p>",2024-10-07 09:00:00,https://qz.com/best-amazon-prime-day-cheap-deals-1851665291,Others
73,Banks and fintechs need each other. Will regulators help them tie the knot?,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7f3b718d23e346039e72f85259ae1b66.jpg"" /><p>Over the past decade, financial technology firms — or fintechs, for short — went from being competitors of traditional banks to becoming integrated parts of the financial services supply chain. Now, regulators are struggling to wrangle these partnerships.<br /></p><p><a href=""https://qz.com/banking-fintech-partner-regulation-financial-services-1851654024"">Read more...</a></p>",2024-10-07 09:00:00,https://qz.com/banking-fintech-partner-regulation-financial-services-1851654024,Others
74,"Money talks make people more uncomfortable than politics and religion, survey says","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/6f6a845102d31e98955d8f0f1ec04d73.jpg"" /><p>Discussing finances has long been viewed as an uncomfortable topic, or even “taboo.” More adults in the U.S. would rather talk about politics and religion over anything  money related with family members and close friends, according to a new survey of 2,502 respondents from Bankrate.</p><p><a href=""https://qz.com/money-talks-make-people-uncomfortable-than-politics-and-1851664338"">Read more...</a></p>",2024-10-07 04:00:00,https://qz.com/money-talks-make-people-uncomfortable-than-politics-and-1851664338,Others
75,The 15 most expensive states in America to own a car,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/49db9ce1c9fa3b4588cf5b32e226c75b.jpg"" /><p>Cars are <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/everyone-is-underwater-on-their-car-loans-as-values-plu-1851340337"">expensive to own</a> — <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/new-cars-are-too-expensive-so-buy-one-of-these-unique-1851621594?_gl=1*bzaw4o*_ga*MzgxNTUwMTU1LjE2Nzk1MDAxMjU.*_ga_V4QNJTT5L0*MTcyNjYyODgyMy43MS4xLjE3MjY2MzM1NjYuNTMuMC4w"">too expensive</a>, in fact, and <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/the-average-cost-of-a-new-car-jumped-10-000-in-five-ye-1851114214"">getting pricier all the time</a>. Don’t feel too bad for yourself, though. Depending on the state you’re in, some poor sucker might have it even worse.</p><p><a href=""https://qz.com/car-ownership-costs-us-states-1851662595"">Read more...</a></p>",2024-10-06 11:00:00,https://qz.com/car-ownership-costs-us-states-1851662595,Others
76,"10 cheap cars actually worth buying, according to Consumer Reports","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/c4705b2d1ae503509803f6a9c2b2333e.jpg"" /><p>The average transaction price of a new car has slowly been coming down since it peaked during the pandemic, but it’s still scarily close to $50,000. That might work for rich people, but most people can’t afford to spend that kind of money on a car. The good news is, <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/there-arent-any-new-cars-left-under-20-000-1851611136"">even though you can’t get a new car for less than…</a></p><p><a href=""https://qz.com/best-cheap-cars-2024-consumer-reports-1851651347"">Read more...</a></p>",2024-10-06 11:00:00,https://qz.com/best-cheap-cars-2024-consumer-reports-1851651347,Positive/Uplifting
77,Sunday Reads: America's electric car divide,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/49360fbe8022a3b5e1f95c46ff4d9bde.jpg"" /><p>Hello, Quartz members, and welcome to Sunday Reads!<br /></p><p><a href=""https://qz.com/emails/quartz-obsession/1851664833/electric-cars-evs-us-politics-banks-fintechs"">Read more...</a></p>",2024-10-06 10:00:00,https://qz.com/emails/quartz-obsession/1851664833/electric-cars-evs-us-politics-banks-fintechs,Others
78,4 billionaires getting even richer from AI,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7b51df786e0f00f80ef8fc77e4d35277.jpg"" /><p>The artificial intelligence boom has sent shares and net worths to new heights this year, meaning some billionaires have only been getting wealthier.</p><p><a href=""https://qz.com/ai-billionaires-jensen-huang-mark-zuckerberg-net-worth-1851665702"">Read more...</a></p>",2024-10-06 09:00:00,https://qz.com/ai-billionaires-jensen-huang-mark-zuckerberg-net-worth-1851665702,Others
